num,item,block,verdict,basis,gap_id,note,baseline_revision,prior_verdict
844,Age rating questionnaire helper,13 Store and Regulatory Compliance,EXCLUDED,ITEM,,Store submission / regulatory filing is outside the product boundary (BS §46),3c88ca4,
845,Open-source notice file composer,13 Store and Regulatory Compliance,COVERED,ITEM,,OpenSourceNoticeComposer (TA §70.7.5) — verified present at 495eb14 (added after the 3c88ca4 audit baseline),495eb14,NOT_STATED
846,Terms of service template generator,13 Store and Regulatory Compliance,NOT_STATED,ITEM,,"Notice file, terms template, content-moderation requirement not stated",3c88ca4,
847,WCAG conformance report generator,13 Store and Regulatory Compliance,COVERED,ITEM,,"android-accessibility-validation (Android semantics); WCAG AA contrast (BS §44.4, §13.1)",3c88ca4,
848,Payment compliance checklist,13 Store and Regulatory Compliance,EXCLUDED,ITEM,,Store submission / regulatory filing is outside the product boundary (BS §46),3c88ca4,
849,Region regulation mapper,13 Store and Regulatory Compliance,EXCLUDED,ITEM,,Store submission / regulatory filing is outside the product boundary (BS §46),3c88ca4,
850,Content moderation requirement detector,13 Store and Regulatory Compliance,NOT_STATED,ITEM,,"Notice file, terms template, content-moderation requirement not stated",3c88ca4,
851,"Prompt injection detector (in fetched docs, repos, tool output)",13 Builder-Side Safety,COVERED_FAMILY,FAMILY,,"Agent Trust Boundary Authority, policy engine, sandbox, secrets handling: BS §10, §36, §73; TA §9, §78",3c88ca4,
852,Untrusted content quarantine,13 Builder-Side Safety,COVERED_FAMILY,FAMILY,,"Agent Trust Boundary Authority, policy engine, sandbox, secrets handling: BS §10, §36, §73; TA §9, §78",3c88ca4,
853,Command allowlist enforcer,13 Builder-Side Safety,COVERED_FAMILY,FAMILY,,"Agent Trust Boundary Authority, policy engine, sandbox, secrets handling: BS §10, §36, §73; TA §9, §78",3c88ca4,
854,Destructive command interceptor,13 Builder-Side Safety,COVERED,ITEM,,"Three-outcome policy engine; mutation safety constraints and lease scopes (BS §10, BS §43.2)",3c88ca4,
855,Filesystem jail enforcer,13 Builder-Side Safety,COVERED,ITEM,,"ACL-scoped workspaces, restricted tokens, network policy (BS §48, TA §9)",3c88ca4,
856,Network egress policy engine,13 Builder-Side Safety,COVERED,ITEM,,"ACL-scoped workspaces, restricted tokens, network policy (BS §48, TA §9)",3c88ca4,
857,LLM context secret redactor,13 Builder-Side Safety,COVERED,ITEM,,Secrets withheld from provider context (BS §5.7.8); OS keychain (ADR-018); windows-credential-security,3c88ca4,
858,Credential vault broker,13 Builder-Side Safety,COVERED,ITEM,,Secrets withheld from provider context (BS §5.7.8); OS keychain (ADR-018); windows-credential-security,3c88ca4,
859,Blast radius limiter,13 Builder-Side Safety,COVERED,ITEM,,"Three-outcome policy engine; mutation safety constraints and lease scopes (BS §10, BS §43.2)",3c88ca4,
860,Irreversible action ledger,13 Builder-Side Safety,COVERED_FAMILY,FAMILY,,"Agent Trust Boundary Authority, policy engine, sandbox, secrets handling: BS §10, §36, §73; TA §9, §78",3c88ca4,
861,Installer builder,14 Packaging and Distribution,COVERED,ITEM,,APK packaging/signing/inspection; android-gradle-expert; signing identity (BS §5.7.9),3c88ca4,
862,Code signing pipeline,14 Packaging and Distribution,COVERED,ITEM,,APK packaging/signing/inspection; android-gradle-expert; signing identity (BS §5.7.9),3c88ca4,
863,Auto-update mechanism generator,14 Packaging and Distribution,EXCLUDED,ITEM,,"Update channels, distribution and store listing are outside the product boundary (BS §46)",3c88ca4,
864,Update channel manager,14 Packaging and Distribution,EXCLUDED,ITEM,,"Update channels, distribution and store listing are outside the product boundary (BS §46)",3c88ca4,
865,Delta update generator,14 Packaging and Distribution,EXCLUDED,ITEM,,"Update channels, distribution and store listing are outside the product boundary (BS §46)",3c88ca4,
866,Final bundle size analyzer,14 Packaging and Distribution,COVERED,ITEM,,APK packaging/signing/inspection; android-gradle-expert; signing identity (BS §5.7.9),3c88ca4,
867,Native module rebuild handler,14 Packaging and Distribution,COVERED,ITEM,,APK packaging/signing/inspection; android-gradle-expert; signing identity (BS §5.7.9),3c88ca4,
868,Build variant manager,14 Packaging and Distribution,COVERED,ITEM,,APK packaging/signing/inspection; android-gradle-expert; signing identity (BS §5.7.9),3c88ca4,
869,Keystore management flow,14 Packaging and Distribution,COVERED,ITEM,,APK packaging/signing/inspection; android-gradle-expert; signing identity (BS §5.7.9),3c88ca4,
870,Store listing asset generator,14 Packaging and Distribution,EXCLUDED,ITEM,,"Update channels, distribution and store listing are outside the product boundary (BS §46)",3c88ca4,
871,Container image generator,14 Infrastructure as Code,OUT_OF_SCOPE,ITEM,,No cloud/web deployment target (BS §27.11),3c88ca4,
872,Orchestration file generator,14 Infrastructure as Code,OUT_OF_SCOPE,ITEM,,No cloud/web deployment target (BS §27.11),3c88ca4,
873,IaC template synthesizer,14 Infrastructure as Code,OUT_OF_SCOPE,ITEM,,No cloud/web deployment target (BS §27.11),3c88ca4,
874,Environment parity checker,14 Infrastructure as Code,OUT_OF_SCOPE,ITEM,,No cloud/web deployment target (BS §27.11),3c88ca4,
875,Secrets injection planner,14 Infrastructure as Code,OUT_OF_SCOPE,ITEM,,No cloud/web deployment target (BS §27.11),3c88ca4,
876,Domain and TLS setup planner,14 Infrastructure as Code,OUT_OF_SCOPE,ITEM,,No cloud/web deployment target (BS §27.11),3c88ca4,
877,Managed service selector,14 Infrastructure as Code,OUT_OF_SCOPE,ITEM,,No cloud/web deployment target (BS §27.11),3c88ca4,
878,Cloud spend estimator,14 Infrastructure as Code,OUT_OF_SCOPE,ITEM,,No cloud/web deployment target (BS §27.11),3c88ca4,
879,Region and latency placement planner,14 Infrastructure as Code,OUT_OF_SCOPE,ITEM,,No cloud/web deployment target (BS §27.11),3c88ca4,
880,Autoscaling policy generator,14 Infrastructure as Code,OUT_OF_SCOPE,ITEM,,No cloud/web deployment target (BS §27.11),3c88ca4,
881,Pipeline generator,14 CI/CD and Release,NOT_STATED,ITEM,,Optional CI scaffold / versionCode policy for the generated project not stated,3c88ca4,
882,Pipeline stage optimizer,14 CI/CD and Release,OUT_OF_SCOPE,ITEM,,Server/web release tooling,3c88ca4,
883,Preview environment provisioner,14 CI/CD and Release,COVERED,ITEM,,Local revision-bound preview (BS §71),3c88ca4,
884,Release versioning engine,14 CI/CD and Release,NOT_STATED,ITEM,,Optional CI scaffold / versionCode policy for the generated project not stated,3c88ca4,
885,Changelog generator,14 CI/CD and Release,COVERED,ITEM,,"Change intelligence reports and release-intelligence report (BS §83, §47.7)",3c88ca4,
886,Canary and blue-green planner,14 CI/CD and Release,OUT_OF_SCOPE,ITEM,,Server/web release tooling,3c88ca4,
887,Feature flag scaffold,14 CI/CD and Release,OUT_OF_SCOPE,ITEM,,Server/web release tooling,3c88ca4,
888,Post-deploy verification gate,14 CI/CD and Release,EXCLUDED,ITEM,,Post-deploy operations are outside the product boundary (local rollback via checkpoints is covered),3c88ca4,
889,Automated rollback trigger,14 CI/CD and Release,EXCLUDED,ITEM,,Post-deploy operations are outside the product boundary (local rollback via checkpoints is covered),3c88ca4,
890,Release readiness scorer,14 CI/CD and Release,COVERED,ITEM,,CAP.ANDROID.CERTIFIED_RELEASE,3c88ca4,
891,Structured logging scaffold,14 Generated App Observability,EXCLUDED,ITEM,,Post-publish monitoring/telemetry/crash collection is outside the product boundary (BS §46),3c88ca4,
892,Crash reporting integration,14 Generated App Observability,EXCLUDED,ITEM,,Post-publish monitoring/telemetry/crash collection is outside the product boundary (BS §46),3c88ca4,
893,Metrics instrumentation generator,14 Generated App Observability,EXCLUDED,ITEM,,Post-publish monitoring/telemetry/crash collection is outside the product boundary (BS §46),3c88ca4,
894,Tracing instrumentation generator,14 Generated App Observability,EXCLUDED,ITEM,,Post-publish monitoring/telemetry/crash collection is outside the product boundary (BS §46),3c88ca4,
895,Health dashboard generator,14 Generated App Observability,EXCLUDED,ITEM,,Post-publish monitoring/telemetry/crash collection is outside the product boundary (BS §46),3c88ca4,
896,Alert rule generator,14 Generated App Observability,EXCLUDED,ITEM,,Post-publish monitoring/telemetry/crash collection is outside the product boundary (BS §46),3c88ca4,
897,Error budget definer,14 Generated App Observability,EXCLUDED,ITEM,,Post-publish monitoring/telemetry/crash collection is outside the product boundary (BS §46),3c88ca4,
898,Analytics event schema generator,14 Generated App Observability,EXCLUDED,ITEM,,Post-publish monitoring/telemetry/crash collection is outside the product boundary (BS §46),3c88ca4,
899,Feature usage tracker,14 Generated App Observability,EXCLUDED,ITEM,,Post-publish monitoring/telemetry/crash collection is outside the product boundary (BS §46),3c88ca4,
900,In-app diagnostics exporter,14 Generated App Observability,EXCLUDED,ITEM,,Post-publish monitoring/telemetry/crash collection is outside the product boundary (BS §46),3c88ca4,
901,Manifest permission deriver,15 Android,COVERED,ITEM,,"Android skill library (permission-runtime, gradle, lifecycle, background, notifications, navigation)",3c88ca4,
902,Gradle config synthesizer,15 Android,COVERED,ITEM,,"Android skill library (permission-runtime, gradle, lifecycle, background, notifications, navigation)",3c88ca4,
903,SDK level policy engine,15 Android,COVERED,ITEM,,"Android skill library (permission-runtime, gradle, lifecycle, background, notifications, navigation)",3c88ca4,
904,Shrinker rule generator,15 Android,COVERED,ITEM,,"Android skill library (permission-runtime, gradle, lifecycle, background, notifications, navigation)",3c88ca4,
905,Android lifecycle handler,15 Android,COVERED,ITEM,,"Android skill library (permission-runtime, gradle, lifecycle, background, notifications, navigation)",3c88ca4,
906,Background work policy planner,15 Android,COVERED,ITEM,,"Android skill library (permission-runtime, gradle, lifecycle, background, notifications, navigation)",3c88ca4,
907,Notification channel setup,15 Android,COVERED,ITEM,,"Android skill library (permission-runtime, gradle, lifecycle, background, notifications, navigation)",3c88ca4,
908,Deep link and intent filter generator,15 Android,COVERED,ITEM,,"Android skill library (permission-runtime, gradle, lifecycle, background, notifications, navigation)",3c88ca4,
909,Target API deadline tracker,15 Android,EXCLUDED,ITEM,,Store target-API deadline tracking; toolchain updates go through ADR-239,3c88ca4,
910,Device fragmentation test matrix,15 Android,COVERED,ITEM,,Device Matrix (CAP.ANDROID.DEVICE_COVERAGE),3c88ca4,
911,Process boundary planner (main vs renderer),15 Desktop,PROHIBITED,ITEM,,"Desktop targets excluded (BS §46, §48)",3c88ca4,
912,IPC contract generator,15 Desktop,PROHIBITED,ITEM,,"Desktop targets excluded (BS §46, §48)",3c88ca4,
913,Context isolation enforcer,15 Desktop,PROHIBITED,ITEM,,"Desktop targets excluded (BS §46, §48)",3c88ca4,
914,Native menu and tray generator,15 Desktop,PROHIBITED,ITEM,,"Desktop targets excluded (BS §46, §48)",3c88ca4,
915,File association handler,15 Desktop,PROHIBITED,ITEM,,"Desktop targets excluded (BS §46, §48)",3c88ca4,
916,Installer registry hygiene checker,15 Desktop,PROHIBITED,ITEM,,"Desktop targets excluded (BS §46, §48)",3c88ca4,
917,Startup and auto-launch policy,15 Desktop,PROHIBITED,ITEM,,"Desktop targets excluded (BS §46, §48)",3c88ca4,
918,Native module ABI matcher,15 Desktop,COVERED,ITEM,,ABI/NDK checks in preflight (BS §47.2),3c88ca4,
919,Crash dump collector,15 Desktop,PROHIBITED,ITEM,,"Desktop targets excluded (BS §46, §48)",3c88ca4,
920,Cross-OS path handler,15 Desktop,PROHIBITED,ITEM,,"Desktop targets excluded (BS §46, §48)",3c88ca4,
921,Service worker generator,15 Web and PWA,PROHIBITED,ITEM,,"Web/PWA delivery excluded (BS §46, §48)",3c88ca4,
922,Caching strategy selector,15 Web and PWA,PROHIBITED,ITEM,,"Web/PWA delivery excluded (BS §46, §48)",3c88ca4,
923,Web manifest generator,15 Web and PWA,PROHIBITED,ITEM,,"Web/PWA delivery excluded (BS §46, §48)",3c88ca4,
924,SEO metadata generator,15 Web and PWA,PROHIBITED,ITEM,,"Web/PWA delivery excluded (BS §46, §48)",3c88ca4,
925,Web vitals budgeter,15 Web and PWA,PROHIBITED,ITEM,,"Web/PWA delivery excluded (BS §46, §48)",3c88ca4,
926,"Rendering mode selector (SSR, CSR, SSG)",15 Web and PWA,PROHIBITED,ITEM,,"Web/PWA delivery excluded (BS §46, §48)",3c88ca4,
927,Hydration mismatch detector,15 Web and PWA,PROHIBITED,ITEM,,"Web/PWA delivery excluded (BS §46, §48)",3c88ca4,
928,CDN caching planner,15 Web and PWA,PROHIBITED,ITEM,,"Web/PWA delivery excluded (BS §46, §48)",3c88ca4,
929,Browser support policy engine,15 Web and PWA,PROHIBITED,ITEM,,"Web/PWA delivery excluded (BS §46, §48)",3c88ca4,
930,Web push scaffold,15 Web and PWA,PROHIBITED,ITEM,,"Web/PWA delivery excluded (BS §46, §48)",3c88ca4,
931,Shared code boundary planner,15 Cross-Platform,COVERED,ITEM,,"Expo/React Native and custom native modules chosen by the resolver (BS §5.1, §5.2)",3c88ca4,
932,Platform capability abstraction generator,15 Cross-Platform,OUT_OF_SCOPE,ITEM,,Multi-platform abstraction; Android form factors are android-large-screens-expert,3c88ca4,
933,Native bridge generator,15 Cross-Platform,COVERED,ITEM,,"Expo/React Native and custom native modules chosen by the resolver (BS §5.1, §5.2)",3c88ca4,
934,Feature parity matrix builder,15 Cross-Platform,PROHIBITED,ITEM,,Multi-platform parity and universal web-wrapper architecture not adopted (BS §48),3c88ca4,
935,Platform fallback generator,15 Cross-Platform,OUT_OF_SCOPE,ITEM,,Multi-platform abstraction; Android form factors are android-large-screens-expert,3c88ca4,
936,Web-to-native wrapper configurator,15 Cross-Platform,PROHIBITED,ITEM,,Multi-platform parity and universal web-wrapper architecture not adopted (BS §48),3c88ca4,
937,Cross-platform link resolver,15 Cross-Platform,OUT_OF_SCOPE,ITEM,,Multi-platform abstraction; Android form factors are android-large-screens-expert,3c88ca4,
938,Cross-platform state sync,15 Cross-Platform,OUT_OF_SCOPE,ITEM,,Multi-platform abstraction; Android form factors are android-large-screens-expert,3c88ca4,
939,Per-platform UI adapter,15 Cross-Platform,OUT_OF_SCOPE,ITEM,,Multi-platform abstraction; Android form factors are android-large-screens-expert,3c88ca4,
940,Native permission prompt flow generator,15 Cross-Platform,COVERED,ITEM,,android-permission-runtime,3c88ca4,
941,Task difficulty model router,16 Model Routing and Cost,PARTIAL,ITEM,,"Routing by task type/role (BS §23.10), not by measured difficulty",3c88ca4,
942,Cheap-first cascade,16 Model Routing and Cost,NOT_ADOPTED,ITEM,,"AI usage is telemetry only; no cost-driven routing or budgets (BS §23.16, §26.3)",3c88ca4,
943,Provider failover,16 Model Routing and Cost,COVERED_FAMILY,FAMILY,,"Provider gateway: routing by task type, fallback, structured output, streaming, error normalization: BS §8, §35; BS §80.2",3c88ca4,
944,Rate limit backoff manager,16 Model Routing and Cost,COVERED_FAMILY,FAMILY,,"Provider gateway: routing by task type, fallback, structured output, streaming, error normalization: BS §8, §35; BS §80.2",3c88ca4,
945,Token cost ledger,16 Model Routing and Cost,COVERED,ITEM,,"Usage telemetry recorded, informational only (BS §23.16)",3c88ca4,
946,Per-build budget guard,16 Model Routing and Cost,PROHIBITED,ITEM,,"Per-build AI budget guard excluded: Nirman imposes no task budget (BS §23.16, §26.3, §27.1, §68.1)",3c88ca4,
947,Prompt cache manager,16 Model Routing and Cost,COVERED_FAMILY,FAMILY,,"Provider gateway: routing by task type, fallback, structured output, streaming, error normalization: BS §8, §35; BS §80.2",3c88ca4,
948,Response cache with invalidation,16 Model Routing and Cost,COVERED_FAMILY,FAMILY,,"Provider gateway: routing by task type, fallback, structured output, streaming, error normalization: BS §8, §35; BS §80.2",3c88ca4,
949,Batch inference scheduler,16 Model Routing and Cost,NA,ITEM,,Provider-specific; not needed,3c88ca4,
950,Latency SLO manager,16 Model Routing and Cost,COVERED,ITEM,,Liveness timeouts per provider request (BS §80.3),3c88ca4,
951,Structured output enforcer,16 Output Reliability,COVERED_FAMILY,FAMILY,,"Provider gateway: routing by task type, fallback, structured output, streaming, error normalization: BS §8, §35; BS §80.2",3c88ca4,
952,JSON repair engine,16 Output Reliability,COVERED_FAMILY,FAMILY,,"Provider gateway: routing by task type, fallback, structured output, streaming, error normalization: BS §8, §35; BS §80.2",3c88ca4,
953,Constrained decoding adapter,16 Output Reliability,NA,ITEM,,Provider-specific; not needed,3c88ca4,
954,Output overrun handler,16 Output Reliability,COVERED,ITEM,,Context overflow / continuation-loss recovery (TA §79); malformed tool results rejected (BS §35),3c88ca4,
955,Truncation continuation stitcher,16 Output Reliability,COVERED_FAMILY,FAMILY,,"Provider gateway: routing by task type, fallback, structured output, streaming, error normalization: BS §8, §35; BS §80.2",3c88ca4,
956,Empty or refusal response detector,16 Output Reliability,COVERED,ITEM,,Refusal handling is a provider conformance fixture (BS §80.2),3c88ca4,
957,Format drift detector,16 Output Reliability,COVERED_FAMILY,FAMILY,,"Provider gateway: routing by task type, fallback, structured output, streaming, error normalization: BS §8, §35; BS §80.2",3c88ca4,
958,Self-consistency sampler,16 Output Reliability,NOT_ADOPTED,ITEM,,No sampling-vote mechanism; hypothesis competition instead (BS §68),3c88ca4,
959,Majority-vote arbiter,16 Output Reliability,NOT_ADOPTED,ITEM,,No sampling-vote mechanism; hypothesis competition instead (BS §68),3c88ca4,
960,Sampling determinism policy,16 Output Reliability,COVERED_FAMILY,FAMILY,,"Provider gateway: routing by task type, fallback, structured output, streaming, error normalization: BS §8, §35; BS §80.2",3c88ca4,
961,Prompt template registry,16 Prompt and Eval Engineering,COVERED_FAMILY,FAMILY,,"Fixture battery, evaluation runs, self-improvement: M §35; TA §29.3, §30",3c88ca4,
962,Prompt version control,16 Prompt and Eval Engineering,COVERED_FAMILY,FAMILY,,"Fixture battery, evaluation runs, self-improvement: M §35; TA §29.3, §30",3c88ca4,
963,Prompt A/B harness,16 Prompt and Eval Engineering,COVERED_FAMILY,FAMILY,,"Fixture battery, evaluation runs, self-improvement: M §35; TA §29.3, §30",3c88ca4,
964,Golden app benchmark suite,16 Prompt and Eval Engineering,COVERED,ITEM,,Frozen FIX-PROG battery; evaluation runs per runtime/provider/prompt policy (TA §29.3; M §35); candidate canary M29,3c88ca4,
965,Regression eval runner,16 Prompt and Eval Engineering,COVERED,ITEM,,Frozen FIX-PROG battery; evaluation runs per runtime/provider/prompt policy (TA §29.3; M §35); candidate canary M29,3c88ca4,
966,LLM judge rubric engine,16 Prompt and Eval Engineering,NOT_ADOPTED,ITEM,,Quality scores are never completion evidence (BS §47.3),3c88ca4,
967,Judge calibration checker,16 Prompt and Eval Engineering,NOT_ADOPTED,ITEM,,Quality scores are never completion evidence (BS §47.3),3c88ca4,
968,Failure case corpus manager,16 Prompt and Eval Engineering,COVERED,ITEM,,Failure signatures / repair registry; self-improvement manager (TA §30),3c88ca4,
969,Eval-driven prompt tuner,16 Prompt and Eval Engineering,COVERED,ITEM,,Failure signatures / repair registry; self-improvement manager (TA §30),3c88ca4,
970,Model upgrade canary evals,16 Prompt and Eval Engineering,COVERED,ITEM,,Frozen FIX-PROG battery; evaluation runs per runtime/provider/prompt policy (TA §29.3; M §35); candidate canary M29,3c88ca4,
971,Virtual workspace manager,16 Builder Runtime and State,COVERED_FAMILY,FAMILY,,"Durable state, checkpoints, resource governor, workspace isolation: TA §4, §8, §18; BS §72",3c88ca4,
972,Workspace snapshotter,16 Builder Runtime and State,COVERED_FAMILY,FAMILY,,"Durable state, checkpoints, resource governor, workspace isolation: TA §4, §8, §18; BS §72",3c88ca4,
973,Checkpoint and resume orchestrator,16 Builder Runtime and State,COVERED_FAMILY,FAMILY,,"Durable state, checkpoints, resource governor, workspace isolation: TA §4, §8, §18; BS §72",3c88ca4,
974,Crash-safe write journal,16 Builder Runtime and State,COVERED,ITEM,,"Atomic persistence/WAL (TA §14); retention and GC rules (BS §52.14, §80.3); Job Object kill-on-close (TA §3.4)",3c88ca4,
975,Persistent job queue,16 Builder Runtime and State,COVERED_FAMILY,FAMILY,,"Durable state, checkpoints, resource governor, workspace isolation: TA §4, §8, §18; BS §72",3c88ca4,
976,Long task heartbeat monitor,16 Builder Runtime and State,COVERED_FAMILY,FAMILY,,"Durable state, checkpoints, resource governor, workspace isolation: TA §4, §8, §18; BS §72",3c88ca4,
977,"Resource quota governor (CPU, RAM, disk)",16 Builder Runtime and State,COVERED_FAMILY,FAMILY,,"Durable state, checkpoints, resource governor, workspace isolation: TA §4, §8, §18; BS §72",3c88ca4,
978,File lock manager,16 Builder Runtime and State,COVERED_FAMILY,FAMILY,,"Durable state, checkpoints, resource governor, workspace isolation: TA §4, §8, §18; BS §72",3c88ca4,
979,Temp file garbage collector,16 Builder Runtime and State,COVERED,ITEM,,"Atomic persistence/WAL (TA §14); retention and GC rules (BS §52.14, §80.3); Job Object kill-on-close (TA §3.4)",3c88ca4,
980,Orphaned process reaper,16 Builder Runtime and State,COVERED,ITEM,,"Atomic persistence/WAL (TA §14); retention and GC rules (BS §52.14, §80.3); Job Object kill-on-close (TA §3.4)",3c88ca4,
981,Build session timeline,16 Builder Observability,COVERED,ITEM,,"Decision trace/replay, worker metrics (BS §47.8), stall detection (BS §80.3), usage telemetry (BS §23.16), final report (BS §37)",3c88ca4,
982,Per-stage success rate tracker,16 Builder Observability,COVERED,ITEM,,"Decision trace/replay, worker metrics (BS §47.8), stall detection (BS §80.3), usage telemetry (BS §23.16), final report (BS §37)",3c88ca4,
983,Stuck loop detector,16 Builder Observability,COVERED,ITEM,,"Decision trace/replay, worker metrics (BS §47.8), stall detection (BS §80.3), usage telemetry (BS §23.16), final report (BS §37)",3c88ca4,
984,Cost per successful build metric,16 Builder Observability,COVERED,ITEM,,"Decision trace/replay, worker metrics (BS §47.8), stall detection (BS §80.3), usage telemetry (BS §23.16), final report (BS §37)",3c88ca4,
985,Failure mode leaderboard,16 Builder Observability,PARTIAL,ITEM,,Metrics defined (BS §47.8); no leaderboard/scorecard artifact,3c88ca4,
986,Time-to-first-run metric,16 Builder Observability,COVERED,ITEM,,"Decision trace/replay, worker metrics (BS §47.8), stall detection (BS §80.3), usage telemetry (BS §23.16), final report (BS §37)",3c88ca4,
987,Human intervention rate tracker,16 Builder Observability,COVERED,ITEM,,"Decision trace/replay, worker metrics (BS §47.8), stall detection (BS §80.3), usage telemetry (BS §23.16), final report (BS §37)",3c88ca4,
988,Build quality scorecard,16 Builder Observability,PARTIAL,ITEM,,Metrics defined (BS §47.8); no leaderboard/scorecard artifact,3c88ca4,
989,Telemetry privacy filter,16 Builder Observability,COVERED,ITEM,,"Decision trace/replay, worker metrics (BS §47.8), stall detection (BS §80.3), usage telemetry (BS §23.16), final report (BS §37)",3c88ca4,
990,Automated post-mortem generator,16 Builder Observability,COVERED,ITEM,,"Decision trace/replay, worker metrics (BS §47.8), stall detection (BS §80.3), usage telemetry (BS §23.16), final report (BS §37)",3c88ca4,
991,Approval gate policy engine,17 Approval and Control,COVERED_FAMILY,FAMILY,,"Policy three-outcome approvals, pause/resume, directives, undo: BS §10, §61",3c88ca4,
992,Risk-tiered autonomy levels,17 Approval and Control,PROHIBITED,ITEM,,"""no autonomy level to choose"" (BS §23.3)",3c88ca4,
993,Spend approval threshold,17 Approval and Control,COVERED_FAMILY,FAMILY,,"Policy three-outcome approvals, pause/resume, directives, undo: BS §10, §61",3c88ca4,
994,Destructive action confirmation flow,17 Approval and Control,COVERED,ITEM,,Three-outcome policy with approvals (BS §23.3),3c88ca4,
995,Pause and resume controller,17 Approval and Control,COVERED_FAMILY,FAMILY,,"Policy three-outcome approvals, pause/resume, directives, undo: BS §10, §61",3c88ca4,
996,Step-through mode,17 Approval and Control,COVERED_FAMILY,FAMILY,,"Policy three-outcome approvals, pause/resume, directives, undo: BS §10, §61",3c88ca4,
997,Mid-run user edit injection,17 Approval and Control,COVERED,ITEM,,"User/edit reconciliation and runtime directives (BS §55, §61)",3c88ca4,
998,Agent action undo stack,17 Approval and Control,COVERED_FAMILY,FAMILY,,"Policy three-outcome approvals, pause/resume, directives, undo: BS §10, §61",3c88ca4,
999,Per-task permission grants,17 Approval and Control,COVERED_FAMILY,FAMILY,,"Policy three-outcome approvals, pause/resume, directives, undo: BS §10, §61",3c88ca4,
1000,Autonomy level tuner,17 Approval and Control,PROHIBITED,ITEM,,"""no autonomy level to choose"" (BS §23.3)",3c88ca4,
1001,Progress narrator,17 Explainability and Communication,COVERED_FAMILY,FAMILY,,"Structured reasoning stream, decision trace, progress ledger, completion report: BS §45, §49, §30",3c88ca4,
1002,Decision explanation generator,17 Explainability and Communication,COVERED_FAMILY,FAMILY,,"Structured reasoning stream, decision trace, progress ledger, completion report: BS §45, §49, §30",3c88ca4,
1003,Human-readable diff summarizer,17 Explainability and Communication,COVERED_FAMILY,FAMILY,,"Structured reasoning stream, decision trace, progress ledger, completion report: BS §45, §49, §30",3c88ca4,
1004,Uncertainty communicator,17 Explainability and Communication,COVERED,ITEM,,UncertaintyCommunicator (TA §44.3.2) — verified present at 495eb14 (added after the 3c88ca4 audit baseline),495eb14,PARTIAL
1005,Plan preview renderer,17 Explainability and Communication,COVERED_FAMILY,FAMILY,,"Structured reasoning stream, decision trace, progress ledger, completion report: BS §45, §49, §30",3c88ca4,
1006,Cost and time estimate presenter,17 Explainability and Communication,COVERED_FAMILY,FAMILY,,"Structured reasoning stream, decision trace, progress ledger, completion report: BS §45, §49, §30",3c88ca4,
1007,Blocker report generator,17 Explainability and Communication,COVERED_FAMILY,FAMILY,,"Structured reasoning stream, decision trace, progress ledger, completion report: BS §45, §49, §30",3c88ca4,
1008,Question batching engine,17 Explainability and Communication,COVERED_FAMILY,FAMILY,,"Structured reasoning stream, decision trace, progress ledger, completion report: BS §45, §49, §30",3c88ca4,
1009,Completion report composer,17 Explainability and Communication,COVERED_FAMILY,FAMILY,,"Structured reasoning stream, decision trace, progress ledger, completion report: BS §45, §49, §30",3c88ca4,
1010,Output walkthrough generator,17 Explainability and Communication,COVERED,ITEM,,"Completion report and project handbook (BS §30, §47.7)",3c88ca4,
1011,Natural language change request parser,17 Feedback Ingestion,COVERED,ITEM,,"Durable conversation context, change intelligence, project memory of preferences/conventions/failed strategies (BS §82, §83, BS §23.1, §28.9)",3c88ca4,
1012,Screenshot annotation ingestor,17 Feedback Ingestion,COVERED_FAMILY,FAMILY,,"Conversation context, change intelligence, directives: BS §61, §82, §83",3c88ca4,
1013,Bug report to repro converter,17 Feedback Ingestion,COVERED,ITEM,,BugReportReproConverter (TA §44.3.3) — verified present at 495eb14 (added after the 3c88ca4 audit baseline),495eb14,PARTIAL
1014,Rating signal collector,17 Feedback Ingestion,EXCLUDED,ITEM,,Field feedback ingestion is outside the product boundary (BS §46),3c88ca4,
1015,"Implicit dissatisfaction detector (reverts, rewrites, repeats)",17 Feedback Ingestion,COVERED,ITEM,,ImplicitDissatisfactionDetector (TA §44.3.3) — verified present at 495eb14 (added after the 3c88ca4 audit baseline),495eb14,NOT_STATED
1016,Feedback-to-requirement mapper,17 Feedback Ingestion,COVERED,ITEM,,"Durable conversation context, change intelligence, project memory of preferences/conventions/failed strategies (BS §82, §83, BS §23.1, §28.9)",3c88ca4,
1017,User preference learner,17 Feedback Ingestion,COVERED,ITEM,,"Durable conversation context, change intelligence, project memory of preferences/conventions/failed strategies (BS §82, §83, BS §23.1, §28.9)",3c88ca4,
1018,Code style extractor,17 Feedback Ingestion,COVERED,ITEM,,"Durable conversation context, change intelligence, project memory of preferences/conventions/failed strategies (BS §82, §83, BS §23.1, §28.9)",3c88ca4,
1019,Correction memory,17 Feedback Ingestion,COVERED,ITEM,,"Durable conversation context, change intelligence, project memory of preferences/conventions/failed strategies (BS §82, §83, BS §23.1, §28.9)",3c88ca4,
1020,Feedback triage prioritizer,17 Feedback Ingestion,EXCLUDED,ITEM,,Field feedback ingestion is outside the product boundary (BS §46),3c88ca4,
1021,Change request scoper,18 Change Management,COVERED,ITEM,,Open-existing-project flow (BS §2.2); reconciliation (BS §55); revision ids/checkpoints,3c88ca4,
